variable,VIF
gdp_growth,2.4470966683357043
log_gdp_pc,492.60204303985455
education,12.585606160273764
fdi,6.372708687647075
industry,76.69102935512065
inflation,2.07248106721819
trade,6.9848740833590695
unemployment,3.5888718641281043
urban,379.02040303451724
va_score,8.91507353293162
cc_score,3.212142202955736
ge_score,3.8066345259214267
