variable,VIF
gdp_growth,3.396715580690485
log_gdp_pc,1171.473778592329
education,60.37950521770023
fdi,6.060260490718268
industry,16.782605539917768
inflation,2.5313729714354727
trade,18.989638460405118
unemployment,5.139541130953087
urban,1392.271922214313
va_score,21.129819756017575
cc_score,2.8629098286707864
ge_score,6.5317353150119315
