variable,VIF
gdp_growth,2.193494096025464
log_gdp_pc,100.12592063051378
education,3.6456347136152254
fdi,3.1599563913204647
industry,8.336242077266977
inflation,3.4727780802725965
trade,11.866141569130459
unemployment,12.520797126521995
urban,117.22435761638494
va_score,4.084481458250744
cc_score,2.2040224327154467
ge_score,3.4345777625044818
