variable,VIF
gdp_growth,4.040306797714509
log_gdp_pc,256.0726611141853
education,2.4119716107849785
fdi,1.9600007920998799
industry,6.2168324455649815
inflation,4.437487612562757
trade,7.3441629627778156
unemployment,57.88332640341196
urban,90.8433927810935
va_score,4.196348335928698
cc_score,3.0967969929946113
ge_score,3.596449782533445
