country,year,BX.KLT.DINV.WD.GD.ZS,FP.CPI.TOTL.ZG,NE.TRD.GNFS.ZS,NV.IND.TOTL.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,SE.SEC.ENRR,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.URB.TOTL.IN.ZS
NPL,1995,,7.62296950698163,59.49051839854,21.2738679137675,3.46845189309603,477.741099613336,40.1949615478516,35.2,10.473,24.1000758705435
NPL,1996,0.423749430010865,9.22046662376986,58.4577686983002,21.4930517891794,5.32828417508708,492.212428031946,43.1790885925293,,10.446,25.2906817030471
NPL,1997,0.468752021000606,4.00998860523181,64.0355348949959,21.4004342044754,5.04861254517328,506.426874424217,,,10.512,26.5867669012845
NPL,1998,0.247611787038703,11.2444677818614,56.7096012897007,21.0759693529891,3.01638947539399,511.54871132025,,,10.526,27.9874840142543
NPL,1999,0.0864397656827156,7.45111260957546,52.5669812534353,20.4411231566268,4.41257328041399,524.27256909301,33.1490211486816,,10.549,29.4919855909549
NPL,2000,-0.00882425294523833,2.47882020709136,55.7105890041319,20.7355700311999,6.19999998192236,547.221082273632,34.4201507568359,,10.531,31.0994241803849
NPL,2001,0.347091875363344,2.6883037354563,55.7999210803706,16.6609082977555,4.79989214255407,564.28622920391,37.3896903991699,,10.502,32.808952331543
NPL,2002,-0.0983748686510898,3.02939948714892,46.2307185004451,16.9468247421334,0.120143177369414,556.438454538796,41.0556297302246,,10.593,35.0358944291182
NPL,2003,0.233443620739643,5.70700931874738,44.2478836156195,16.9713000603375,3.94503776051116,570.28967363428,42.0749092102051,43.8,10.644,38.045308394296
NPL,2004,-0.00573755737053384,2.8418113124898,46.1472867206087,16.6573202744672,4.68260325152944,589.46992868617,,,10.652,41.6109470808194
NPL,2005,0.030156295078659,6.83633265892877,44.0629474798613,16.4670892346949,3.47918104829496,603.190108570995,45.098201751709,,10.59,45.5065633424317
NPL,2006,-0.073509433259411,6.92033580707589,44.7619877569242,16.0679668054868,3.36461478056277,617.477638588722,42.5181617736816,,10.609,49.5059100328759
NPL,2007,0.0556064154566332,2.26921924439074,44.5792750200254,15.873140183038,3.41156027980276,633.226129136597,42.0970306396484,,10.642,53.3827400058951
NPL,2008,0.00793215735192788,9.9078300530648,46.0362063511913,16.049986636556,6.10463914373472,666.865095417138,48.0189094543457,,10.597,56.9108061152324
NPL,2009,0.297715388957693,11.0948237386987,47.0794477633688,15.0668034711092,4.5330787246486,692.400000816919,49.2625999450684,,10.582,59.8638612146309
NPL,2010,0.548294665887946,9.32650410745395,45.9849057742707,14.2007622567226,4.81641464694573,721.265221364302,55.5892906188965,32.8,10.563,62.0156581578338
NPL,2011,0.435814930594323,9.2270754612596,36.296758890097,13.393470598846,3.42180870116162,742.617252662576,58.9935111999512,,10.627,63.139949798584
NPL,2012,0.42369151125933,9.45980980357125,37.921906058758,13.9771618084251,4.67014192446953,775.310578479839,63.1414794921875,,10.632,63.6558406194333
NPL,2013,0.334712330597339,9.04016311917645,41.8653757376722,13.7983375627601,3.52515317129149,801.039060847856,65.4935302734375,,10.666,64.1314570156048
NPL,2014,0.133746236524448,8.36415469659563,45.9826416115927,13.5645652301586,6.01148284250441,846.665541773599,67.5318298339844,,10.62,64.5640847098488
NPL,2015,0.213029527712984,7.86890895590891,46.6657303895158,13.1616546296789,3.97605327162971,875.543635474862,68.6131210327148,,10.643,64.9510094249155
NPL,2016,0.432212944008614,8.7903433200464,42.115486124737,12.6554177701811,0.433113719381524,875.188943730855,71.7744979858398,,10.714,65.2895168835553
NPL,2017,0.677439884182991,2.77703998300211,44.6424106224996,12.8625858899927,8.97727935643466,951.857298563641,74.4113311767578,,10.66,65.5768928085184
NPL,2018,0.206157201926214,4.40659410175714,48.4473869461067,13.2006396343014,7.62237610397935,1021.91492204011,,,10.593,65.8104229225551
NPL,2019,0.542801979747667,5.56616035243723,49.2495265874454,13.0106754142894,6.65705543110467,1077.11796498188,80.2800521850586,,10.477,65.9873929484157
NPL,2020,0.378739091402959,5.05635826238499,40.9188741243442,12.047319925355,-2.3696206292072,1031.53618783934,85.3101577758789,,13.037,66.1050886088505
NPL,2021,0.531690906776232,4.12676744440695,43.0538047919129,11.7920425516798,4.838149614115,1062.7888430629,83.9220209713597,,12.241,66.144235274522
NPL,2022,0.160405404733603,7.6702057938028,48.9734014799428,12.1812284731342,5.6313145568451,1113.55462341223,84.1026475876285,30.0,10.661,66.2992968721053
NPL,2023,0.182279066044198,7.11587261530826,41.5701502933145,11.9717042539851,1.98254843628392,1136.42769313825,89.8898815141438,,10.437,66.5432933453944
NPL,2024,0.132590416512966,4.6850965426577,40.5298226771909,11.4245020172191,3.66537430744967,1179.81272768386,90.3878462155916,,10.5,66.772343163029
NPL,2025,,,,,,,,,10.465,
