variable,VIF
gdp_growth,2.0757309633998986
log_gdp_pc,56.96993140510997
education,17.208716968179598
fdi,2.1097301725451265
industry,33.37730767740702
inflation,2.0049120821121926
trade,5.343264258883217
unemployment,1.810886158519022
urban,32.80032546245319
va_score,4.022361810173644
cc_score,2.150844625879489
ge_score,1.2363087596821365
